loan_amnt,term,int_rate,installment,grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,pymnt_plan,purpose,title,addr_state,dti,delinq_2yrs,mths_since_last_delinq,mths_since_last_record,open_acc,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt_inv,total_rec_prncp,total_rec_int,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,policy_code,application_type,annual_inc_joint,verification_status_joint,acc_now_delinq,tot_cur_bal,duration_numeric,grade_A,grade_B,grade_C,grade_D,grade_E,grade_F,grade_G,home_ownership_ANY,home_ownership_MORTGAGE,home_ownership_NONE,home_ownership_OTHER,home_ownership_OWN,home_ownership_RENT,loan_status
7000.0,36,9.99,225.84,B,Sales manager,< 1 year,MORTGAGE,100000.0,Source Verified,Dec-2015,n,medical,Medical expenses,NH,12.24,1.0,23.0,83.0,14.0,17857.0,51.9,33.0,w,6832.44,6832.44,221.96,167.56,54.4,0.0,0.0,Jan-2016,225.84,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,24422.0,36,0,1,0,0,0,0,0,0,1,0,0,0,0,0
9000.0,36,15.61,314.69,D,Bookkeeper,7 years,MORTGAGE,65000.0,Source Verified,Jul-2015,n,debt_consolidation,Debt consolidation,NY,35.5,0.0,,,17.0,13031.0,57.2,24.0,f,7775.08,7731.88,1869.89,1224.92,655.42,0.0,0.0,Jan-2016,314.69,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,55873.0,36,0,0,0,1,0,0,0,0,1,0,0,0,0,0
30000.0,60,18.25,765.89,E,Logistics Officer,6 years,MORTGAGE,85000.0,Verified,May-2015,n,debt_consolidation,Debt consolidation,TX,25.91,1.0,9.0,,11.0,29876.0,79.2,25.0,w,27386.94,27386.94,6233.57,2613.06,3620.51,0.0,0.0,Jan-2016,765.89,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,168367.0,60,0,0,0,0,1,0,0,0,1,0,0,0,0,0
11000.0,60,18.54,282.57,E,Senior administrative assistant,10+ years,MORTGAGE,52000.0,Not Verified,Nov-2014,n,debt_consolidation,Debt consolidation,OH,17.58,1.0,11.0,,12.0,21275.0,43.2,27.0,w,9254.77,9254.77,3995.74,1745.23,2250.51,0.0,0.0,Jan-2016,282.57,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,99864.0,60,0,0,0,0,1,0,0,0,1,0,0,0,0,0
12000.0,36,14.48,412.94,C,,,MORTGAGE,45600.0,Not Verified,Dec-2015,n,credit_card,Credit card refinancing,KS,23.79,0.0,35.0,,11.0,7131.0,35.7,36.0,w,12000.0,12000.0,0.0,0.0,0.0,0.0,0.0,,0.0,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,68250.0,36,0,0,1,0,0,0,0,0,1,0,0,0,0,0
18000.0,36,9.17,573.83,B,Director,4 years,MORTGAGE,100000.0,Not Verified,Apr-2015,n,home_improvement,Home improvement,GA,19.62,0.0,61.0,,6.0,82607.0,5.9,14.0,f,14875.13,14875.13,4007.64,3124.87,882.77,0.0,0.0,Dec-2015,573.83,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,429987.0,36,0,1,0,0,0,0,0,0,1,0,0,0,0,0
24350.0,60,23.43,692.47,F,Accountant,9 years,RENT,75000.0,Verified,Aug-2014,n,debt_consolidation,Debt consolidation,AL,29.15,0.0,,,17.0,41972.0,77.6,29.0,f,20023.75,20023.75,11771.99,4326.25,7445.74,0.0,0.0,Jan-2016,692.47,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,67363.0,60,0,0,0,0,0,1,0,0,0,0,0,0,1,0
32000.0,36,9.17,1020.13,B,IT Director,1 year,RENT,87000.0,Verified,Jul-2015,n,debt_consolidation,Debt consolidation,PA,10.63,0.0,,,7.0,13555.0,22.0,16.0,w,27256.61,27256.61,6104.48,4743.39,1361.09,0.0,0.0,Jan-2016,1020.13,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,29317.0,36,0,1,0,0,0,0,0,0,0,0,0,0,1,0
12000.0,36,9.17,382.55,B,Carrier,10+ years,MORTGAGE,66000.0,Not Verified,Jul-2015,n,debt_consolidation,Debt consolidation,MN,15.53,1.0,22.0,,10.0,7529.0,42.3,16.0,f,10221.22,10221.22,2289.19,1778.78,510.41,0.0,0.0,Jan-2016,382.55,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,167188.0,36,0,1,0,0,0,0,0,0,1,0,0,0,0,0
8400.0,36,8.39,264.74,A,waitress,10+ years,RENT,40000.0,Source Verified,Jul-2014,n,debt_consolidation,Debt consolidation,NY,15.93,0.0,,,12.0,12319.0,36.4,27.0,w,4694.92,4694.92,4500.58,3705.08,795.5,0.0,0.0,Jan-2016,264.74,Jan-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,31705.0,36,1,0,0,0,0,0,0,0,0,0,0,0,1,0
9000.0,36,13.99,307.56,C,Registered Dental Assistant,1 year,RENT,30000.0,Source Verified,Jul-2015,n,debt_consolidation,Debt consolidation,TX,20.76,0.0,43.0,,5.0,8785.0,73.8,17.0,f,7748.2,7748.2,1831.37,1251.8,579.57,0.0,0.0,Jan-2016,307.56,Feb-2016,Jun-2015,1.0,INDIVIDUAL,,,0.0,17897.0,36,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8000.0,36,10.99,261.88,B,auto assistan manager,10+ years,OWN,40000.0,Not Verified,Oct-2014,n,debt_consolidation,Debt consolidation,CA,15.96,0.0,,,8.0,10930.0,54.6,14.0,f,0.0,0.0,8498.34,8000.0,498.34,0.0,0.0,May-2015,6927.06,,Nov-2015,1.0,INDIVIDUAL,,,0.0,21038.0,36,0,1,0,0,0,0,0,0,0,0,0,1,0,0
6500.0,36,14.49,223.71,C,investigator,10+ years,RENT,69999.0,Verified,Oct-2014,n,debt_consolidation,Debt consolidation,VA,33.43,0.0,,,11.0,20343.0,98.8,18.0,f,4127.55,4127.55,3368.71,2372.45,996.26,0.0,0.0,Jan-2016,223.71,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,63051.0,36,0,0,1,0,0,0,0,0,0,0,0,0,1,0
17000.0,60,13.33,389.69,C,Lifestyle Regional Manager,10+ years,RENT,150000.0,Not Verified,Oct-2015,n,debt_consolidation,Debt consolidation,FL,9.79,0.0,37.0,,6.0,1317.0,26.3,26.0,w,16596.07,16596.07,766.79,403.93,362.86,0.0,0.0,Dec-2015,389.69,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,36676.0,60,0,0,1,0,0,0,0,0,0,0,0,0,1,0
19200.0,36,12.29,640.38,C,Truck Driver,< 1 year,MORTGAGE,52000.0,Source Verified,Oct-2015,n,credit_card,Credit card refinancing,OR,16.52,0.0,,,6.0,10640.0,81.2,18.0,w,17855.1,17855.1,1894.92,1344.9,550.02,0.0,0.0,Jan-2016,640.38,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,275337.0,36,0,0,1,0,0,0,0,0,1,0,0,0,0,0
10000.0,36,9.99,322.63,B,,,RENT,40000.0,Verified,Aug-2015,n,debt_consolidation,Debt consolidation,NH,15.78,0.0,39.0,,10.0,10027.0,72.7,17.0,w,9030.46,9030.46,1284.97,969.54,315.43,0.0,0.0,Dec-2015,322.63,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,14806.0,36,0,1,0,0,0,0,0,0,0,0,0,0,1,0
5000.0,36,14.99,173.31,C,Customer service ,1 year,RENT,20160.0,Source Verified,Nov-2014,n,debt_consolidation,Debt consolidation,FL,32.98,0.0,,,8.0,4602.0,50.0,13.0,f,3315.55,3315.55,2422.18,1684.45,737.73,0.0,0.0,Jan-2016,173.31,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,27399.0,36,0,0,1,0,0,0,0,0,0,0,0,0,1,0
12000.0,36,7.62,373.94,A,COUNTY OF RIVERISDE,10+ years,MORTGAGE,48500.0,Not Verified,Jul-2012,n,credit_card,Credit card refinancing,CA,14.91,0.0,47.0,,14.0,9920.0,23.6,30.0,f,0.0,0.0,12293.33,12000.0,293.33,0.0,0.0,Dec-2012,11174.71,,Dec-2012,1.0,INDIVIDUAL,,,0.0,,36,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4200.0,36,15.99,147.64,D,Premier Kids Care,3 years,RENT,30000.0,Not Verified,Jul-2011,n,other,Appliances/remodel,GA,23.88,0.0,42.0,,25.0,2664.0,18.6,35.0,f,0.0,0.0,4610.97,4200.0,410.97,0.0,0.0,Apr-2012,3585.08,,Jul-2014,1.0,INDIVIDUAL,,,0.0,,36,0,0,0,1,0,0,0,0,0,0,0,0,1,0
5000.0,36,6.68,153.66,A,Engineering Tech,1 year,OWN,65280.0,Not Verified,May-2015,n,car,Car financing,NJ,2.68,0.0,44.0,,9.0,996.0,2.3,19.0,w,0.0,0.0,5002.78,5000.0,2.78,0.0,0.0,May-2015,5004.64,,Jan-2016,1.0,INDIVIDUAL,,,0.0,11686.0,36,1,0,0,0,0,0,0,0,0,0,0,1,0,0
16000.0,60,13.33,366.76,C,National Director of Franchise Growth,2 years,MORTGAGE,104000.0,Source Verified,Aug-2015,n,home_improvement,Home improvement,NJ,16.78,0.0,77.0,,18.0,159353.0,26.2,37.0,w,15033.63,15033.63,1810.1,966.37,843.73,0.0,0.0,Jan-2016,366.76,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,186925.0,60,0,0,1,0,0,0,0,0,1,0,0,0,0,0
5000.0,36,10.99,163.67,B,stokes mazda,7 years,RENT,42000.0,Source Verified,Jun-2011,n,home_improvement,pool loan,SC,2.94,1.0,8.0,,7.0,2191.0,25.1,13.0,f,0.0,0.0,5847.35,5000.0,847.35,0.0,0.0,Nov-2013,1290.99,,Dec-2013,1.0,INDIVIDUAL,,,0.0,,36,0,1,0,0,0,0,0,0,0,0,0,0,1,0
18600.0,60,9.99,395.11,B,CRC Program Manager,< 1 year,MORTGAGE,90000.0,Not Verified,Nov-2015,n,debt_consolidation,Debt consolidation,MS,30.67,0.0,,,18.0,30353.0,42.6,48.0,w,18117.47,18117.47,779.9,482.53,297.37,0.0,0.0,Jan-2016,395.11,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,256353.0,60,0,1,0,0,0,0,0,0,1,0,0,0,0,0
24000.0,36,9.17,765.1,B,Diagnostic Sales Developer,3 years,RENT,78000.0,Verified,Dec-2015,n,debt_consolidation,Debt consolidation,NV,7.51,1.0,37.0,,7.0,7498.0,40.0,32.0,w,23418.3,23369.51,751.3,581.7,171.17,0.0,0.0,Jan-2016,765.1,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,42149.0,36,0,1,0,0,0,0,0,0,0,0,0,0,1,0
10450.0,60,19.99,276.81,E,Duel Rate Supervisor ,8 years,RENT,52000.0,Source Verified,Jul-2015,n,debt_consolidation,Debt consolidation,MN,13.72,1.0,12.0,25.0,12.0,5960.0,46.9,28.0,w,9918.95,9918.95,1407.26,531.05,876.21,0.0,0.0,Dec-2015,276.81,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,15809.0,60,0,0,0,0,1,0,0,0,0,0,0,0,1,0
20000.0,36,10.49,649.96,B,Desktop Support Technician,1 year,RENT,52000.0,Source Verified,Dec-2014,n,debt_consolidation,Debt consolidation,CA,11.71,0.0,34.0,,8.0,16494.0,47.7,22.0,f,12373.5,12373.5,9437.83,7626.5,1811.33,0.0,0.0,Jan-2016,649.96,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,37200.0,36,0,1,0,0,0,0,0,0,0,0,0,0,1,0
22500.0,36,18.25,816.26,D,VP/Compliance ,5 years,MORTGAGE,62500.0,Verified,May-2014,n,debt_consolidation,Debt consolidation,MO,9.27,0.0,45.0,,6.0,4567.0,35.7,16.0,w,11500.82,11500.82,16056.94,10999.18,5057.76,0.0,0.0,Jan-2016,816.26,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,113707.0,36,0,0,0,1,0,0,0,0,1,0,0,0,0,0
11200.0,36,12.29,373.56,C,maintenance,10+ years,RENT,65000.0,Source Verified,Aug-2015,n,debt_consolidation,Debt consolidation,KY,14.83,0.0,,,5.0,3754.0,87.3,16.0,w,9878.95,9878.95,1860.15,1321.05,539.1,0.0,0.0,Jan-2016,373.56,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,35667.0,36,0,0,1,0,0,0,0,0,0,0,0,0,1,0
16000.0,60,15.61,385.79,C,Product Specialist,9 years,MORTGAGE,75000.0,Source Verified,Apr-2014,n,credit_card,Credit card refinancing,MN,5.07,0.0,46.0,37.0,4.0,10945.0,78.7,7.0,w,11741.48,11741.48,8106.87,4258.52,3848.35,0.0,0.0,Jan-2016,385.79,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,250006.0,60,0,0,1,0,0,0,0,0,1,0,0,0,0,0
20000.0,60,15.88,485.09,C,Baptist Health System,9 years,OWN,55000.0,Verified,Jul-2013,n,debt_consolidation,Debt consolidation,TX,33.19,0.0,,,11.0,9143.0,53.8,25.0,f,11946.8,11946.8,14552.49,8053.2,6499.29,0.0,0.0,Jan-2016,485.09,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,60808.0,60,0,0,1,0,0,0,0,0,0,0,0,1,0,0
24000.0,60,14.16,560.44,C,"Manager, Business Intelligence",10+ years,OWN,81000.0,Verified,Apr-2014,n,debt_consolidation,Debt consolidation,OH,27.91,0.0,68.0,,10.0,12854.0,47.8,20.0,w,17436.78,17436.78,11769.24,6563.22,5206.02,0.0,0.0,Jan-2016,560.44,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,86681.0,60,0,0,1,0,0,0,0,0,0,0,0,1,0,0
25000.0,36,11.14,820.13,B,Strathman Sales,10+ years,MORTGAGE,80000.0,Verified,Jun-2013,n,debt_consolidation,Debt consolidation,KS,26.94,0.0,36.0,,13.0,19346.0,40.8,38.0,f,4764.68,4764.68,24603.83,20235.32,4368.51,0.0,0.0,Jan-2016,820.13,Jan-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,232211.0,36,0,1,0,0,0,0,0,0,1,0,0,0,0,0
13000.0,36,8.18,408.46,B,Administrative Assistant,9 years,MORTGAGE,38318.0,Source Verified,May-2015,n,credit_card,Credit card refinancing,OH,24.21,0.0,66.0,44.0,13.0,14383.0,59.9,20.0,f,10714.79,10714.79,2879.16,2285.21,593.95,0.0,0.0,Jan-2016,408.46,Jan-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,87648.0,36,0,1,0,0,0,0,0,0,1,0,0,0,0,0
10000.0,36,12.69,335.45,C,manager,10+ years,RENT,20000.0,Not Verified,Mar-2015,n,credit_card,Credit card refinancing,NY,14.6,0.0,,,26.0,7555.0,21.1,31.0,f,7590.55,7590.55,3340.4,2409.45,930.95,0.0,0.0,Jan-2016,335.45,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,7555.0,36,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8000.0,36,9.17,255.04,B,Sr. Operator,5 years,MORTGAGE,83433.0,Source Verified,Jul-2015,n,debt_consolidation,Debt consolidation,NJ,12.04,0.0,,61.0,12.0,8372.0,28.1,15.0,f,6814.11,6814.11,1526.16,1185.89,340.27,0.0,0.0,Jan-2016,255.04,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,305894.0,36,0,1,0,0,0,0,0,0,1,0,0,0,0,0
15050.0,36,15.8,527.63,C,IHC Risk Solutions,2 years,MORTGAGE,73000.0,Verified,Jan-2013,n,debt_consolidation,Consolidation,IN,26.05,2.0,21.0,,17.0,10301.0,81.1,38.0,w,626.8,626.8,18508.72,14423.2,4032.76,0.0,0.0,Jan-2016,1081.64,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,140938.0,36,0,0,1,0,0,0,0,0,1,0,0,0,0,0
28000.0,36,7.9,876.13,A,The TriZetto Group,1 year,MORTGAGE,175000.0,Verified,Jan-2013,n,debt_consolidation,Lending Club Load,NJ,19.67,0.0,71.0,,16.0,10512.0,37.3,38.0,w,0.0,0.0,6132.91,4939.27,1193.64,0.0,0.0,Aug-2013,876.13,,Jan-2016,1.0,INDIVIDUAL,,,0.0,255037.0,36,1,0,0,0,0,0,0,0,1,0,0,0,0,0
8675.0,36,13.99,296.45,C,Rural carrier,10+ years,MORTGAGE,54000.0,Source Verified,May-2015,n,debt_consolidation,Debt consolidation,AR,5.13,0.0,,,5.0,1792.0,18.9,15.0,w,0.0,0.0,9150.13,8675.0,475.13,0.0,0.0,Nov-2015,7977.81,,Dec-2015,1.0,INDIVIDUAL,,,0.0,127263.0,36,0,0,1,0,0,0,0,0,1,0,0,0,0,0
30000.0,60,17.57,754.81,D,Senior Network Engineer,< 1 year,RENT,100000.0,Source Verified,Aug-2015,n,house,Home buying,FL,14.41,0.0,,,11.0,12850.0,32.6,19.0,w,28375.32,28375.32,3744.77,1624.68,2120.09,0.0,0.0,Jan-2016,754.81,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,23431.0,60,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3375.0,36,12.35,112.67,B,United States Postal Service,10+ years,MORTGAGE,52994.0,Verified,Aug-2013,n,credit_card,Car repairs and bills,NH,23.64,0.0,35.0,,10.0,28735.0,69.6,22.0,f,861.51,861.51,3153.68,2513.49,640.19,0.0,0.0,Dec-2015,112.67,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,217201.0,36,0,1,0,0,0,0,0,0,1,0,0,0,0,0
35000.0,36,15.31,1218.61,C,Global Director IT Services,< 1 year,MORTGAGE,245000.0,Verified,Mar-2014,n,home_improvement,Home improvement,FL,6.58,2.0,16.0,,10.0,24705.0,67.0,45.0,w,0.0,0.0,40061.25,35000.0,5061.25,0.0,0.0,Apr-2015,25437.93,,Jan-2016,1.0,INDIVIDUAL,,,0.0,606823.0,36,0,0,1,0,0,0,0,0,1,0,0,0,0,0
16525.0,60,16.29,404.41,D,manager,10+ years,MORTGAGE,81000.0,Source Verified,Jul-2014,n,debt_consolidation,Debt consolidation,GA,10.9,1.0,7.0,,10.0,2806.0,19.4,23.0,f,12880.96,12880.96,7279.38,3644.04,3635.34,0.0,0.0,Jan-2016,404.41,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,25374.0,60,0,0,0,1,0,0,0,0,1,0,0,0,0,0
18000.0,36,10.49,584.96,B,Training Manager,10+ years,MORTGAGE,51100.0,Not Verified,Nov-2014,n,debt_consolidation,Debt consolidation,NY,16.7,0.0,42.0,,13.0,16310.0,68.0,21.0,f,12139.95,12139.95,7583.5,5860.05,1723.45,0.0,0.0,Dec-2015,584.96,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,38940.0,36,0,1,0,0,0,0,0,0,1,0,0,0,0,0
16000.0,36,14.49,550.66,C,nurse anesthetist,9 years,MORTGAGE,180000.0,Not Verified,Jul-2014,n,debt_consolidation,Debt consolidation,MN,20.64,1.0,14.0,,20.0,44170.0,76.0,34.0,f,8860.8,8860.8,9911.88,7139.2,2772.68,0.0,0.0,Jan-2016,550.66,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,185935.0,36,0,0,1,0,0,0,0,0,1,0,0,0,0,0
16150.0,36,19.52,596.25,E,CLERK,10+ years,RENT,44916.0,Not Verified,Jul-2014,n,debt_consolidation,Debt consolidation,NY,16.88,0.0,,,19.0,20531.0,58.3,25.0,f,0.0,0.0,3983.12,1017.0,771.75,2194.37,394.986599998,Oct-2014,596.25,,Mar-2015,1.0,INDIVIDUAL,,,0.0,20531.0,36,0,0,0,0,1,0,0,0,0,0,0,0,1,0
12800.0,36,13.99,437.42,C,Sws,10+ years,MORTGAGE,92000.0,Source Verified,Oct-2015,n,debt_consolidation,Debt consolidation,CT,18.68,3.0,6.0,,7.0,83656.0,68.9,17.0,w,11925.3,11925.3,1302.31,874.7,427.61,0.0,0.0,Jan-2016,437.42,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,140843.0,36,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1450.0,36,17.77,52.26,D,Walmart,6 years,RENT,24000.0,Not Verified,Apr-2013,n,credit_card,2nd Loan,TX,10.9,0.0,,,10.0,3321.0,15.8,41.0,w,0.0,0.0,1865.13,1450.0,415.13,0.0,0.0,Sep-2015,401.85,,Jan-2016,1.0,INDIVIDUAL,,,0.0,26429.0,36,0,0,0,1,0,0,0,0,0,0,0,0,1,0
21200.0,36,12.35,707.7,B,Catholic Health Initiative ,3 years,MORTGAGE,115000.0,Source Verified,Jul-2013,n,debt_consolidation,credit cards begone,KY,7.1,6.0,21.0,,15.0,7226.0,58.3,24.0,w,4097.05,4097.05,21231.0,17102.95,4128.05,0.0,0.0,Jan-2016,707.7,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,352115.0,36,0,1,0,0,0,0,0,0,1,0,0,0,0,0
6800.0,36,7.9,212.78,A,Ryan partnership,1 year,MORTGAGE,192000.0,Not Verified,Nov-2012,n,car,1955 Norton,CA,9.91,0.0,,,6.0,24381.0,83.2,16.0,w,0.0,0.0,7553.29,6800.0,753.29,0.0,0.0,Nov-2014,2662.65,,Jan-2016,1.0,INDIVIDUAL,,,0.0,1056596.0,36,1,0,0,0,0,0,0,0,1,0,0,0,0,0
9000.0,36,9.17,286.92,B,EPC MANAGER,4 years,OWN,190000.0,Source Verified,Aug-2014,n,debt_consolidation,Debt consolidation,SC,11.92,0.0,45.0,107.0,8.0,11979.0,73.9,24.0,w,5302.33,5302.33,4590.72,3697.67,893.05,0.0,0.0,Dec-2015,286.92,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,338882.0,36,0,1,0,0,0,0,0,0,0,0,0,1,0,0
24000.0,36,7.89,750.86,A,Production Manager,10+ years,RENT,104000.0,Verified,Nov-2015,n,debt_consolidation,Debt consolidation,CA,20.42,2.0,19.0,,10.0,25491.0,70.6,24.0,w,23406.94,23406.94,756.12,593.06,163.06,0.0,0.0,Dec-2015,766.64,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,43812.0,36,1,0,0,0,0,0,0,0,0,0,0,0,1,0
10000.0,36,13.18,337.81,C,RN Case Manager,4 years,MORTGAGE,100000.0,Source Verified,Dec-2015,n,debt_consolidation,Debt consolidation,AZ,36.94,0.0,,,18.0,21503.0,82.1,29.0,w,9772.03,9772.03,356.11,227.97,128.14,0.0,0.0,Jan-2016,363.43,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,347501.0,36,0,0,1,0,0,0,0,0,1,0,0,0,0,0
24000.0,60,9.17,500.19,B,Project Manager,2 years,RENT,120000.0,Source Verified,Apr-2015,n,credit_card,Credit card refinancing,NJ,13.37,0.0,73.0,,15.0,22080.0,34.5,32.0,w,21060.17,21060.17,4477.26,2939.83,1537.43,0.0,0.0,Jan-2016,500.19,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,54639.0,60,0,1,0,0,0,0,0,0,0,0,0,0,1,0
16000.0,36,19.52,590.72,D,rigger,8 years,RENT,45000.0,Not Verified,Nov-2013,n,debt_consolidation,freedom,WA,25.79,0.0,,,10.0,16176.0,68.8,17.0,w,5905.65,5905.65,14768.0,10094.35,4673.65,0.0,0.0,Dec-2015,590.72,Jan-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,50847.0,36,0,0,0,1,0,0,0,0,0,0,0,0,1,0
10100.0,60,16.29,247.18,D,SR Cpht Pharmacy Tech,10+ years,MORTGAGE,70000.0,Not Verified,Jun-2014,n,credit_card,Credit card refinancing,MN,11.42,0.0,41.0,,12.0,8430.0,75.3,24.0,w,7732.34,7732.34,4696.42,2367.66,2328.76,0.0,0.0,Jan-2016,247.18,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,166695.0,60,0,0,0,1,0,0,0,0,1,0,0,0,0,0
25000.0,36,24.08,981.88,F,Teacher,10+ years,RENT,76800.0,Verified,Oct-2014,n,debt_consolidation,Debt consolidation,CA,9.55,0.0,61.0,,8.0,12527.0,76.9,14.0,f,16689.73,16689.73,14728.2,8310.27,6417.93,0.0,0.0,Jan-2016,981.88,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,16896.0,36,0,0,0,0,0,1,0,0,0,0,0,0,1,0
11900.0,60,15.61,286.93,D,Lawn Technician,< 1 year,RENT,38000.0,Verified,Oct-2014,n,debt_consolidation,Debt consolidation,CO,16.24,0.0,,,10.0,12164.0,52.2,16.0,f,0.0,0.0,14016.33,11900.0,2116.33,0.0,0.0,Dec-2015,10296.56,,Jan-2016,1.0,INDIVIDUAL,,,0.0,16121.0,60,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2500.0,36,13.11,84.37,B,petro inc,10+ years,RENT,75000.0,Verified,Mar-2012,n,debt_consolidation,Hard worker needs a loan,CT,22.23,0.0,,,12.0,29556.0,96.6,30.0,f,0.0,0.0,3035.64,2500.0,535.64,0.0,0.0,Mar-2015,89.36,,Jan-2016,1.0,INDIVIDUAL,,,0.0,,36,0,1,0,0,0,0,0,0,0,0,0,0,1,0
30000.0,60,22.15,831.13,E,Quant Strategist,3 years,RENT,285000.0,Verified,Aug-2014,n,debt_consolidation,Debt consolidation,NY,11.09,1.0,17.0,,14.0,14610.0,28.2,28.0,w,24891.28,24891.28,13298.08,5108.72,8189.36,0.0,0.0,Jan-2016,831.13,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,210938.0,60,0,0,0,0,1,0,0,0,0,0,0,0,1,0
11100.0,36,10.16,359.01,B,ActionDSC,8 years,RENT,33000.0,Verified,Jul-2012,n,debt_consolidation,Dept pay off,MN,31.54,0.0,71.0,,16.0,18464.0,60.5,50.0,f,0.0,0.0,12728.13,11100.0,1628.13,0.0,0.0,Aug-2014,4123.67,,Jun-2015,1.0,INDIVIDUAL,,,0.0,,36,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2400.0,36,7.69,74.87,A,,,RENT,21012.0,Source Verified,Aug-2014,n,credit_card,Credit card refinancing,CT,11.65,0.0,,,14.0,3874.0,30.3,42.0,f,1335.12,1335.12,1272.79,1064.88,207.91,0.0,0.0,Jan-2016,74.87,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,27791.0,36,1,0,0,0,0,0,0,0,0,0,0,0,1,0
24375.0,60,16.29,596.52,D,maintence,10+ years,MORTGAGE,53000.0,Source Verified,Jun-2014,n,debt_consolidation,Debt consolidation,NY,29.23,1.0,16.0,,12.0,12813.0,36.8,22.0,w,18661.31,18661.31,11333.88,5713.69,5620.19,0.0,0.0,Jan-2016,596.52,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,117258.0,60,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5000.0,36,6.24,152.66,A,Facility Manager,4 years,RENT,31500.0,Not Verified,Jul-2015,n,credit_card,Credit card refinancing,MO,22.67,0.0,,,13.0,6051.0,33.4,15.0,w,4230.09,4230.09,914.23,769.91,144.32,0.0,0.0,Jan-2016,152.66,Feb-2016,Jan-2016,1.0,INDIVIDUAL,,,0.0,28802.0,36,1,0,0,0,0,0,0,0,0,0,0,0,1,0
